frame,time_s,scenario,source,target_lux,detected,est_x,est_y,est_z,err_x,err_y,err_z,rot_x,rot_y,rot_z,marker_area_px,frame_brightness
0,0.0,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
1,0.0334,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
2,0.0669,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
3,0.1003,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
4,0.1337,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
5,0.1671,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
6,0.2006,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
7,0.234,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
8,0.2674,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
9,0.3008,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
10,0.3343,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
11,0.3677,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
12,0.4011,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
13,0.4345,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
14,0.468,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
15,0.5014,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
16,0.5348,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
17,0.5682,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
18,0.6017,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
19,0.6351,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
20,0.6685,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
21,0.7019,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
22,0.7354,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
23,0.7688,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
24,0.8022,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
25,0.8357,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
26,0.8691,Evening 21:00,simulation,0.3,1,-0.04402,0.00872,2.61308,0.61308,-0.04402,-0.99128,3.46615,0.00483,0.02844,625.0,11.985
