frame,time_s,scenario,source,target_lux,detected,est_x,est_y,est_z,err_x,err_y,err_z,rot_x,rot_y,rot_z,marker_area_px,frame_brightness
0,0.0,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
1,0.0335,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
2,0.067,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
3,0.1006,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
4,0.1341,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
5,0.1676,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
6,0.2011,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
7,0.2346,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
8,0.2682,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
9,0.3017,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
10,0.3352,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
11,0.3687,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
12,0.4022,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
13,0.4358,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
14,0.4693,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
15,0.5028,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
16,0.5363,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
17,0.5698,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
18,0.6034,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
19,0.6369,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
20,0.6704,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
21,0.7039,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
22,0.7374,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
23,0.7709,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
24,0.8045,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
25,0.838,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
26,0.8715,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
27,0.905,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
28,0.9385,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
29,0.9721,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
30,1.0056,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
31,1.0391,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
32,1.0726,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
33,1.1061,Evening 21:00,simulation,0.3,1,-0.00902,-0.004,2.63327,0.63327,-0.00902,-1.004,3.10707,0.00036,-0.4742,600.0,15.221
34,1.1397,Evening 21:00,simulation,0.3,1,-0.02025,-0.004,2.63249,0.63249,-0.02025,-1.004,3.13793,0.00014,-0.17529,625.0,15.196
35,1.1732,Evening 21:00,simulation,0.3,1,-0.03279,-0.004,2.63313,0.63313,-0.03279,-1.004,3.10903,0.00036,-0.46093,600.0,15.217
36,1.2067,Evening 21:00,simulation,0.3,1,-0.03279,-0.004,2.63313,0.63313,-0.03279,-1.004,3.10903,0.00036,-0.46093,600.0,15.217
37,1.2402,Evening 21:00,simulation,0.3,1,-0.05987,-0.004,2.63203,0.63203,-0.05987,-1.004,3.13867,0.00014,-0.15896,625.0,15.205
