frame,time_s,scenario,source,target_lux,detected,est_x,est_y,est_z,err_x,err_y,err_z,rot_x,rot_y,rot_z,marker_area_px,frame_brightness
0,0.0,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
1,0.0334,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
2,0.0669,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
3,0.1003,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
4,0.1337,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
5,0.1671,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
6,0.2006,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
7,0.234,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
8,0.2674,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
9,0.3008,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
10,0.3343,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
11,0.3677,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
12,0.4011,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
13,0.4345,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
14,0.468,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
15,0.5014,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
16,0.5348,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
17,0.5682,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
18,0.6017,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
19,0.6351,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
20,0.6685,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
21,0.7019,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
22,0.7354,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
23,0.7688,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
24,0.8022,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
25,0.8357,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
26,0.8691,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
27,0.9025,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
28,0.9359,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
29,0.9694,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
30,1.0028,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
31,1.0362,Evening 21:00,simulation,0.3,1,0.0044,-0.004,2.63269,0.63269,0.0044,-1.004,3.13758,-0.00014,0.18248,625.0,15.188
32,1.0696,Evening 21:00,simulation,0.3,1,-0.0,-0.0041,2.69604,0.69604,-0.0,-1.0041,3.14303,0.0,-0.0,600.0,15.215
33,1.1031,Evening 21:00,simulation,0.3,1,-0.0,-0.0041,2.69604,0.69604,-0.0,-1.0041,3.14303,0.0,-0.0,600.0,15.215
34,1.1365,Evening 21:00,simulation,0.3,1,-0.02487,-0.004,2.63318,0.63318,-0.02487,-1.004,3.10839,0.00036,-0.46531,600.0,15.221
35,1.1699,Evening 21:00,simulation,0.3,1,-0.0361,-0.004,2.6323,0.6323,-0.0361,-1.004,3.13825,0.00014,-0.16849,625.0,15.203
36,1.2033,Evening 21:00,simulation,0.3,1,-0.05195,-0.004,2.63212,0.63212,-0.05195,-1.004,3.13854,0.00014,-0.16205,625.0,15.212
37,1.2368,Evening 21:00,simulation,0.3,1,-0.05195,-0.004,2.63212,0.63212,-0.05195,-1.004,3.13854,0.00014,-0.16205,625.0,15.212
38,1.2702,Evening 21:00,simulation,0.3,1,-0.07571,-0.004,2.63185,0.63185,-0.07571,-1.004,3.13892,0.00014,-0.15304,625.0,15.197
39,1.3036,Evening 21:00,simulation,0.3,1,-0.07571,-0.004,2.63185,0.63185,-0.07571,-1.004,3.13892,0.00014,-0.15304,625.0,15.197
40,1.337,Evening 21:00,simulation,0.3,1,-0.09948,-0.004,2.63161,0.63161,-0.09948,-1.004,3.13924,0.00014,-0.14473,625.0,15.212
41,1.3705,Evening 21:00,simulation,0.3,1,-0.09948,-0.004,2.63161,0.63161,-0.09948,-1.004,3.13924,0.00014,-0.14473,625.0,15.211
42,1.4039,Evening 21:00,simulation,0.3,1,-0.11532,-0.004,2.63145,0.63145,-0.11532,-1.004,3.13943,0.00014,-0.13955,625.0,15.202
43,1.4373,Evening 21:00,simulation,0.3,1,-0.12787,-0.004,2.63257,0.63257,-0.12787,-1.004,3.11575,0.00036,-0.41175,600.0,15.221
44,1.4708,Evening 21:00,simulation,0.3,1,-0.13908,-0.004,2.63124,0.63124,-0.13908,-1.004,3.13967,0.00014,-0.13228,625.0,15.199
45,1.5042,Evening 21:00,simulation,0.3,1,-0.15164,-0.004,2.63244,0.63244,-0.15164,-1.004,3.11719,0.00036,-0.40042,600.0,15.214
46,1.5376,Evening 21:00,simulation,0.3,1,-0.16748,-0.004,2.63236,0.63236,-0.16748,-1.004,3.1181,0.00036,-0.39307,600.0,15.223
47,1.571,Evening 21:00,simulation,0.3,1,-0.17868,-0.004,2.63092,0.63092,-0.17868,-1.004,3.14001,0.00013,-0.12135,625.0,15.196
48,1.6045,Evening 21:00,simulation,0.3,1,-0.20243,-0.004,2.63075,0.63075,-0.20243,-1.004,3.14018,0.00013,-0.11543,625.0,15.21
49,1.6379,Evening 21:00,simulation,0.3,1,-0.20243,-0.004,2.63075,0.63075,-0.20243,-1.004,3.14018,0.00013,-0.11543,625.0,15.21
50,1.6713,Evening 21:00,simulation,0.3,1,-0.21827,-0.004,2.63064,0.63064,-0.21827,-1.004,3.14027,0.00013,-0.11173,625.0,15.212
