scenario,target_lux,total_frames,detected_frames,detection_rate_pct,mean_err_x,std_err_x,mean_err_y,std_err_y,mean_err_z,std_err_z,mean_brightness,source_video
Evening 21:00,0.3,907,895,98.68,1.40762,0.71372,-0.31567,0.46678,-1.33574,0.48859,15.16,recordings/sim_21h_run3.mp4
