scenario,source,target_lux,total_frames,detected_frames,detection_rate_pct,mean_err_x,std_err_x,mean_err_y,std_err_y,mean_err_z,std_err_z,mean_brightness,source_video
Evening 21:00,simulation,0.3,908,845,93.06,1.38875,0.72807,-0.30355,0.48481,-1.34108,0.48827,15.16,recordings/sim_21h_run2.mp4
