scenario,source,target_lux,total_frames,detected_frames,detection_rate_pct,mean_err_x,std_err_x,mean_err_y,std_err_y,mean_err_z,std_err_z,mean_brightness,source_video
Midnight 00:00,simulation,0.1,902,717,79.49,1.21967,0.69756,-0.26614,0.45625,-1.37171,0.50452,5.04,recordings/sim_midnight_run3.mp4
