scenario,source,target_lux,total_frames,detected_frames,detection_rate_pct,mean_err_x,std_err_x,mean_err_y,std_err_y,mean_err_z,std_err_z,mean_brightness,source_video
Midnight 00:00,simulation,0.1,902,682,75.61,1.26013,0.66718,-0.329,0.55675,-1.3888,0.48702,4.9,recordings/sim_midnight_run5.mp4
