scenario,source,target_lux,total_frames,detected_frames,detection_rate_pct,mean_err_x,std_err_x,mean_err_y,std_err_y,mean_err_z,std_err_z,mean_brightness,source_video
Twilight 19:00,real-world,3.0,474,438,92.41,0.52556,0.44778,-0.22776,0.2929,-1.06022,0.20241,54.66,recordings/real_19h_run3.mp4
